ï»¿id;id_ex;siret;rup_mi;gestion;date_creat;date_decla;date_publi;date_disso;nature;groupement;titre;titre_court;objet;objet_social1;objet_social2;adrs_complement;adrs_numvoie;adrs_repetition;adrs_typevoie;adrs_libvoie;adrs_distrib;adrs_codeinsee;adrs_codepostal;adrs_libcommune;adrg_declarant;adrg_complemid;adrg_complemgeo;adrg_libvoie;adrg_distrib;adrg_codepostal;adrg_achemine;adrg_pays;dir_civilite;siteweb;publiweb;observation;position;maj_time
W691052921;;;;691P;2004-03-03;2004-03-03;2004-03-27;0001-01-01;D;S;JEUNESSE SPORTIVE DE VAULX EN VELIN;JEUNESSE SPORTIVE DE VAULX EN VELIN;Association Ã  but sportif encadrÃ© par la fÃ©dÃ©ration franÃ§aise de football.;011075;000000;;130; ;RUE;de la RÃ©publique;Bat C_AllÃ©e 2;69256;69120;Vaulx-en-Velin;;;;130 Rue de la RÃ©publique;Bat C AllÃ©e 2;69120;VAULX EN VELIN;FRANCE;PM;;0;;A;2008-08-11 21:51:06
W691053023;;;;691P;2004-03-24;2004-03-24;2004-04-17;0001-01-01;D;S;"""LES BONS AMIS""";"""LES BONS AMIS""";Jouer au football en salle;011075;000000;;11; ;RUE;Jacques PrÃ©vert;_;69286;69140;Rillieux-la-Pape;;;;11 Rue Jacques PrÃ©vert;;69140;RILLIEUX LA PAPE;FRANCE;PM;;0;;A;2008-08-11 21:51:06
W691053066;;;;691P;2004-03-31;2004-03-31;2004-04-17;0001-01-01;D;S;L'ENTENTE SPORTVE DE BRON TERRAILLON;L'ENTENTE SPORTIF DE BRON TERRAILLON;Pratique du Football;011075;000000;;43; ;RUE;Marcel Bramet;_;69029;69500;Bron;;;;43 Rue Marcel Bramet;;69500;BRON;FRANCE;PM;;0;;A;2007-09-28 16:36:00
W691053327;;;;691P;2004-05-17;2004-05-17;2004-06-19;0001-01-01;D;S;LES GONNERS;LES GONNERS;CrÃ©ation d'un club de football;011090;000000;;15 C; ;RUE;Pierre Joseph Proudhon;_;69266;69100;Villeurbanne;;;;15 C Rue Pierre Joseph Proudhon;;69100;VILLEURBANNE;FRANCE;PM;;0;;A;2008-08-11 21:51:06
W691053366;;;;691P;2004-05-25;2004-05-25;2004-06-19;0001-01-01;D;S;LES FOOTEUX UNITED FOOTBALL CLUB;LES FOOTEUX UNITED FOOTBALL CLUB;La pratique du football;011075;000000;Clos du Docteur Long;145; ;COUR2;du Docteur Long;_;69383;69003;Lyon 3e Arrondissement;;Clos du Docteur Long;;145 Cours du Docteur Long;;69003;LYON 03;FRANCE;PM;;0;;A;2008-08-11 21:51:06
W691053404;;;;691P;2004-06-02;2004-06-02;2004-06-26;0001-01-01;D;S;LES AMIS DE SAINT GEORGES;LES AMIS DE SAINT GEORGES;Promouvoir la pratique et le dÃ©veloppement du football loisir.;011075;000000;;7; ;PL;Benoit CrÃ©pu;_;69385;69005;Lyon 5e Arrondissement;;;;7 Place Benoit CrÃ©pu;;69005;LYON 05;FRANCE;PM;;0;;A;2008-08-11 21:51:06
W691053416;;;;691P;2004-06-03;2004-06-03;2004-06-26;0001-01-01;D;S;FOOTBALL CLUB DU PALAIS;FOOTBALL CLUB DU PALAIS;Organisation d'entrainements et de rencontres de football au sein du palais de justice de Lyon.;011075;000000;;6; ;RUE;de l'Abondance;_;69383;69003;Lyon 3e Arrondissement;;;;6 Rue de l'Abondance;;69003;LYON 03;FRANCE;PM;;0;;A;2008-08-11 21:51:06
W691053455;;;;691P;2004-06-11;2008-11-17;2004-07-10;0001-01-01;D;S;FOOTBALL CLUB DU FRANC LYONNAIS;FOOTBALL CLUB DU FRANC LYONNAIS;Pratique de l'Ã©ducation physique et des sports.;011000;000000;Stades des ProliÃ¨res;; ;RTE;des ProliÃ¨res;_;69033;69270;Cailloux-sur-Fontaines;;Stades des ProliÃ¨res;;Route des ProliÃ¨res;;69270;CAILLOUX SUR FONTAINES;FRANCE;PM;;0;;A;2009-02-11 12:21:40
W691053458;;;;691P;2004-06-11;2016-02-04;2004-07-10;0001-01-01;D;S;EL WASSILA;EL W ASSILA;"diverses actions humanitaires, Ã©cole coranique, hÃ©bergement d'enfants Ã©trangers hospitalisÃ©s en France (repas gratuits, etc?), rencontres de femmes musulmanes (Ã©vÃ©nements traditionnels, fÃªtes?), rÃ©cupÃ©ration de livres d'Ã©cole et de vÃªtements pour les dÃ©munis dans les pays Ã©trangers et en France, Ã©galement atelier cuisine, couture, construction d'une mosquÃ©e; sports, football, centre aÃ©rÃ© et diverses activitÃ©s sportives";009000;000000;;52;B;RUE;Rachais;_;69387;69007;Lyon;;;;13 AVENUE LECLERC;;69007;LYON;FRANCE;PF;;0;;A;2016-02-04 14:31:33
W691053474;;;;691P;2004-06-15;2022-02-23;2004-07-10;0001-01-01;D;S;AMICALE FOOTBALL VETERANS COLOMBIER SAUGNIEU;AMICALE FOOTBALL VETERANS COLOMBIER...;La pratique du football, l'organisation d'un tournoi et diverses festivitÃ©s.;011000;011075;MAIRIE;14; ;RUE;de la Mairie;_;69299;69124;Colombier-Saugnieu;;MAIRIE;;14 RUE DE LA MAIRIE;;69124;COLOMBIER SAUGNIEU;FRANCE;PM;;0;;A;2022-04-05 12:45:36
W691053485;;;;691P;2004-06-16;2004-06-16;2004-07-17;0001-01-01;D;S;LES PRINCES DE JEAN BOUIN;LES PRINCES DE JEAN BOUIN;Equipe de football Ã  7 (sept).;011075;011075;;18; ;RUE;du 8 mai 1945;_;69290;69800;Saint-Priest;;;;18 Rue du 8 mai 1945;;69800;ST PRIEST;FRANCE;PM;;0;;A;2008-08-11 21:51:06
W691053526;0691038815;;;691P;1996-06-19;2025-10-27;0001-01-01;0001-01-01;D;S;FOOTBALL CLUB CHAPONNAY MARENNES;FOOTBALL CLUB CHAPONNAY MARENNES;Promouvoir la pratique et le developpement du football;011075;011075;;; ;CHEM1;de l'Ozon;_Complexe sportif Gil LaforÃªt;69270;69970;Chaponnay;;;;Chemin de l'Ozon;Complexe sportif Gil LaforÃªt;69970;CHAPONNAY;FRANCE;PM;;0;;A;2025-11-22 14:17:30
W691053568;0691018762;;;691P;1984-03-02;2005-06-24;1984-03-27;0001-01-01;D;S;EVEIL SPORTIF GENAS AZIEU FOOTBALL;EVEIL SPORTIF GENAS AZIEU FOOTBALL;Pratique du football;011075;011075;MAIRIE;; ;;;_;69277;69740;Genas;;MAIRIE;;;;69740;GENAS;FRANCE;PM;;0;Reprise auto =>  date ag=1996-04-12 reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;A;2008-08-11 21:51:06
W691053634;0691029789;;;691P;1991-06-28;2004-06-22;2004-07-17;2004-06-06;D;S;FOOTBALL CLUB DE BRULLIOLES (FC BRULLIOLES);FOOTBALL CLUB DE BRULLIOLES (FC BRU...;Creation club de football;011075;011075;Mairie;; ;;;_;69030;69690;Brullioles;;Mairie;;;;69690;BRULLIOLES;FRANCE;PM;;0;Reprise auto =>  date publication crÃ©ation au JO Ã  vÃ©rifier;D;2008-08-11 21:51:06
W691053695;0691035396;;;691P;1994-08-16;2016-07-05;1994-09-14;0001-01-01;D;S;MUROISE FOOT;MUROISE FOOT;La pratique du football;011075;011075;Complexe Frison Roche;23; ;RTE;de Meyzieu;_;69287;69720;Saint-Bonnet-de-Mure;;;COMPLEXE FRISON ROCHE;23 ROUTE DE MEYZIEU;;69720;ST BONNET DE MURE;FRANCE;PM;;0;Reprise auto =>  date ag=1996-05-31 reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;A;2016-07-27 15:40:29
W691053843;0691005889;;;691P;1960-05-10;2020-06-29;1960-05-26;2020-06-05;D;S;ASSOCIATION SPORTIVE MONTROTTIER ALBIGNY;ASSOCIATION SPORTIVE MONTROTTIER AL...;Pratique du football;011075;011075;MAIRIE;; ;;;_;69139;69770;Montrottier;;Stade Municipal;;285, route de Saint-Martin;;69770;MONTROTTIER;FRANCE;PM;;0;Reprise auto =>  date ag=1996-06-01 reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;D;2020-07-11 12:45:38
W691053865;0691048858;;;691P;2002-04-25;2019-02-12;2002-05-25;0001-01-01;D;S;L'OLYMPIQUE SAINT JEAN VILLEURBANNE;L'OLYMPIQUE SAINT JEAN VILLEURBANNE;La pratique physique et des sports dont le football;011075;011075;Centre d'Animation St Jean;Petite; ;RUE;du Roulet BP 1618;_;69266;69100;Villeurbanne;;Centre d'Animation St Jean;;Petite Rue du Roulet BP 1618;;69100;VILLEURBANNE;FRANCE;PM;;0;;A;2019-03-13 11:48:21
W691053906;0691008171;;;691P;1968-04-11;2008-05-22;1968-06-18;2008-04-04;D;S;ASSOCIATION SPORTIVE TARAVOURIENNE (AST);ASSOCIATION SPORTIVE TARAVOURIENNE ...;Pratique du football;011075;011075;;; ;;CafÃ© de la Poste;_;69099;69610;Haute-Rivoire;;59 rue Louis Becker;;;;69100;VILLEURBANNE;FRANCE;PM;;0;reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;D;2008-07-11 16:17:27
W691053948;0691033289;;;691P;1993-06-25;2015-04-22;1993-07-14;2015-04-09;D;S;UNION SPORTIVE TALUYERS SAINT LAURENT MONTAGNY ORLIENAS (USTLMO);UNION SPORTIVE TALUYERS SAINT LAURE...;Pratique de l'Ã©ducation physique et des sports entre autre football.;011075;011075;mairie;; ;;;_;69241;69440;Taluyers;;;;449 A RUE DU CLAIR;;69440;SAINT LAURENT D'AGNY;FRANCE;PM;;0;Reprise auto =>  date ag=1996-06-05 reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;D;2015-05-11 10:24:59
W691053982;0691013316;;;691P;1977-12-02;2004-07-19;1977-12-28;0001-01-01;D;S;ASSOCIATION SPORTIVE DE LA MAISON DE LA REUNION;ASSOCIATION SPORTIVE DE LA MAISON D...;Pratique du football;011075;011075;;19; ;RUE;du 11 Novembre 1918;_;69276;69320;Feyzin;;;;19 Rue du 11 Novembre 1918;;69320;FEYZIN;FRANCE;PM;;0;reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;A;2008-08-11 21:51:06
W691053987;;;;691P;2004-07-16;2007-09-26;2004-07-31;0001-01-01;D;S;LE STADIUM OLYMPIQUE DES GONES;LE STADIUM OLYMPIQUE DES GONES;Pratique du football en championnat foot loisirs;011075;000000;;202 B;B;RUE;de Gerland;_;69387;69007;Lyon 7e Arrondissement;;;;202 rue de Gerland;;69007;LYON 07;FRANCE;PM;;0;;A;2008-08-11 21:51:06
W691054046;0691001766;77982570200052;;691P;1928-08-06;2021-09-17;1928-08-11;0001-01-01;D;S;LIGUE AUVERGNE RHONE-ALPES DE FOOTBALL;LIGUE AUVERGNE RHONE-ALPES DE FOOTBALL;"assure la gestion du footbal sur le territoire ; organiser, dÃ©velopper et contrÃ´ler l'enseignement et la pratique du football, sous toutes ces formes, dans le territoire ; dÃ©livrer les titres rÃ©gionaux et procÃ©der aux sÃ©lections rÃ©gionales ; procÃ©der Ã  la dÃ©livrance des licences dans le territoire";011075;011075;;350 B; ;AV;Jean Jaures;;69387;69007;Lyon;;;;350 B AV JEAN JAURES;;69007;LYON;FRANCE;PM;;0;Reprise auto =>  date ag=1996-06-30 reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;A;2022-03-18 20:00:05
W691054076;0691049236;;;691P;2002-07-17;2008-07-24;2004-08-07;0001-01-01;D;S;FOOTBALL CLUB DU MEJICO;FOOTBALL CLUB DU MEJICO;Pratique du football et organisation d'Ã©vÃ¨nements sportifs et extra-sportifs.;011075;011075;FOOTBALL CLUB DU MEJICO;5; ;RUE;Jean OTTAVI;_;69266;69100;Villeurbanne;;FOOTBALL CLUB DU MEJICO;;5  RUE JEAN OTTAVI;;69100;VILLEURBANNE;FRANCE;PM;;0;;A;2008-09-08 11:17:41
W691054152;0691030549;;;691P;1991-12-24;2023-07-29;1992-01-22;0001-01-01;D;S;ASSOCIATION SPORTIVE DE GREZIEU LA VARENNE FOOTBALL (ASG FOOTBALL);ASSOCIATION SPORTIVE DE GREZIEU LA ...;Developper pratique du football;011075;011075;Mairie de GrÃ©zieu la Varenne;16; ;AV;Emile Evellier;_;69094;69290;GrÃ©zieu-la-Varenne;;Mairie de GrÃ©zieu la Varenne;16, avenue Emile Evellier;;;69290;GREZIEU LA VARENNE;FRANCE;PM;;0;reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;A;2024-01-28 19:02:47
W691054225;0691040530;;;691P;1997-05-30;2014-07-16;1997-06-28;2014-02-27;D;S;FOOTBALL CLUB SOLAIZE SEREZIN DU RHONE (FCSSR);FOOTBALL CLUB SOLAIZE SEREZIN DU RH...;Pratique et developpement du football;011075;011075;;120; ;RUE;des Merles;_;69296;69360;Solaize;;;;120 Rue des Merles;;69360;SOLAIZE;FRANCE;PM;;0;;D;2014-07-16 14:26:43
W691054232;0691041319;;;691P;1997-11-14;2005-08-02;1997-12-20;0001-01-01;D;S;FOOTBALL CLUB VETERANS DARDILLOIS;FOOTBALL CLUB VETERANS DARDILLOIS;Pratique du football, du sport par les adultes de plus de 30 ans et l'organisation de manifestations par derogation du conseil d'administration des joueurs de moins de trente ans revolus pourront etre admis.;011075;011075;Mairie;; ;PL;BayÃ¨re;_;69072;69570;Dardilly;;Mairie;;Place BayÃ¨re;;69570;DARDILLY;FRANCE;PM;;0;;A;2008-08-11 21:51:06
W691054293;0691001215;;;691P;1928-05-05;2022-11-07;1928-06-03;0001-01-01;D;S;ASSOCIATION SPORTIVE DE CRAPONNE SECTION FOOTBALL;ASSOCIATION SPORTIVE DE CRAPONNE SE...;Pratique du football;011075;011075;;62; ;RUE;Joseph Moulin;_;69069;69290;Craponne;;;;62 Rue Joseph Moulin;;69290;CRAPONNE;FRANCE;CC;;0;reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;A;2022-11-25 11:49:46
W691054327;0691018521;;;691P;1983-12-27;2024-10-09;1984-01-15;2023-01-25;D;S;FOOTBALL CLUB VAL'LYONNAIS;FOOTBALL CLUB VAL'LYONNAIS;AmÃ©nager un centre, favoriser la pratique des sports;012025;012025;Stade Florian Maurice- Parc du Vourlat;29; ;RTE;de la Saigne;_;69131;69510;Messimy;;Parc de Loisirs du Vourlat;Stade Florian Maurice;29 route de la Saigne;;69510;MESSIMY;FRANCE;CC;;0;Reprise auto =>  date ag=1996-06-07 reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;D;2025-02-25 10:05:30
W691054349;0691021925;;;691P;1986-06-18;2025-10-31;1986-07-09;0001-01-01;D;S;FOOTBALL CLUB ANDEOLAIS;FOOTBALL CLUB ANDEOLAIS;Pratique du football;011075;011075;Mairie;54; ;RUE;Centrale;_Saint-AndÃ©ol-le-ChÃ¢teau;69179;69700;;;MAIRIE;;54  RUE CENTRALE;SAINT-ANDÃ©OL-LE-CHÃ¢TEAU;69700;BEAUVALLON;FRANCE;PM;;0;Reprise auto =>  date ag=1996-05-30 reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;A;2025-11-27 08:59:07
W691054365;0691045776;;;691P;2000-07-21;2004-07-15;2000-08-05;0001-01-01;D;S;EST LYONNAIS ATHLETIC CLUB (ELAC);EST LYONNAIS ATHLETIC CLUB (ELAC);Pratique d'un sport a titre de loisir (football);011075;011075;;206; ;AV;Jean JaurÃ¨s;_;69275;69150;DÃ©cines-Charpieu;;;;206 Avenue Jean JaurÃ¨s;;69150;DECINES CHARPIEU;FRANCE;PM;;0;;A;2008-08-11 21:51:06
W691054383;0691030836;;;691P;1992-02-17;2026-03-30;1992-03-11;0001-01-01;D;S;AVENIR SPORTIF DE GENAY;AVENIR SPORTIF DE GENAY;La pratique du football   compÃ©tition.;011075;011075;Maison des Associations;64; ;RUE;des Ecoles;_;69278;69730;Genay;CARASSAI Lilian;MAISON DES ASOCIATIONS;;64 RUE DES ECOLES;;69730;GENAY;FRANCE;PM;;0;reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;A;2026-07-09 13:32:39
W691054394;;;;691P;2004-08-10;2004-08-10;2004-08-28;0001-01-01;D;S;KING SPORT ASSOCIATION;KING SPORT ASSOCIATION;La pratique sportive en gÃ©nÃ©ral lors des entrainements et le football en particulier lors des compÃ©titions officielles.;011075;000000;;10; ;ALL;AbbÃ© Lemire;_;69286;69140;Rillieux-la-Pape;;;;10 AllÃ©e AbbÃ© Lemire;;69140;RILLIEUX LA PAPE;FRANCE;PM;;0;;A;2008-08-11 21:51:06
W691054421;0691000023;;;691P;1929-10-14;2024-09-23;1929-10-20;0001-01-01;D;S;DISTRICT DE LYON ET DU RHÃ”NE DE FOOTBALL (DLR);DLR;"organiser, dÃ©velopper et contrÃ´ler la pratique du football, sous toutes ses formes, sur le territoire dÃ©fini Ã  l'article 9 ; crÃ©er et maintenir un lien entre ses membres individuels, d'honneur, donateurs, bienfaiteurs et ses clubs affiliÃ©s ; dÃ©fendre les intÃ©rÃªts moraux et matÃ©riels du football franÃ§ais ; entretenir toutes relations utiles avec les autres districts, la Ligue RhÃ´ne-Alpes de Football, la FÃ©dÃ©ration FranÃ§aise de Football et les pouvoirs publics";011075;011075;;30; ;ALL;de Courbertin;_;69387;69007;Lyon;;;;30 ALLÃ‰E PIERRE DE COUBERTIN;;69007;LYON;FRANCE;PM;;0;Reprise auto =>  date ag=1996-11-30 reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;A;2025-03-25 19:00:02
W691054466;0691001370;;;692S;1947-07-15;2024-07-16;1947-08-15;0001-01-01;D;S;ASSOCIATION SPORTIVE LES MINEURS DE SAINT PIERRE LA PALUD;ASSOCIATION SPORTIVE LES MINEURS DE...;Pratique des sports, football, basket, volley, boules;011000;011000;Mairie;; ;;;_;69231;69210;Saint-Pierre-la-Palud;;;;MAIRIE;;69210;ST PIERRE LA PALUD;FRANCE;AR;;0;;A;2025-01-15 19:00:02
W691054478;0691008579;;;691P;1957-01-23;2026-04-24;1957-04-18;0001-01-01;D;S;FOOTBALL CLUB DE CORBAS;FOOTBALL CLUB DE CORBAS;Pratique du football;011075;011075;Mairie;; ;;;_;69273;69960;Corbas;;Mairie;;;;69960;CORBAS;FRANCE;PM;;0;Reprise auto =>  date ag=1996-05-31 reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;A;2026-08-18 11:42:33
W691054484;0691033318;;;691P;1993-07-01;1993-07-01;1993-07-28;0001-01-01;D;S;AIUDU A BASTIA;AIUDU A BASTIA;"Cette association a pour buts: promouvoir la pratique et le dÃ©veloppement du football.
Apporter au Sporting Club de Bastia son soutien direct ou indirect, matÃ©riel ou moral, par des manifestations de toute nature.
Assurer la dÃ©fense de l'image et de la notoriÃ©tÃ© du S.C. Bastia et de ses supporters.
Oeuvrer pour le dÃ©veloppement et le rayonnement du S.C. Bastia.";011190;011190;Immeuble Le VÃ©lasquez;315; ;RUE;Garibaldi;_;69387;69007;Lyon 7e Arrondissement;;Immeuble Le VÃ©lasquez;;315 Rue Garibaldi;;69007;LYON 07;FRANCE;PM;;0;Reprise auto =>  date publication crÃ©ation au JO Ã  vÃ©rifier;A;2008-08-11 21:51:06
W691054492;0691039858;52885101700012;;691P;1997-01-27;2025-07-10;0001-01-01;0001-01-01;D;S;ASSOCIATION SPORTIVE RHODANIENNE FOOT;SPORTIVE RHODANIENNE FOOT;"enseigner le football Ã  des enfants et adultes et se diversifier en : sÃ©ances d'entrainement. sÃ©ances de culture physique ; participation aux compÃ©titions rÃ©gionales et nationales de football ; fÃªtes sportives, manifestations artistiques";011075;011075;Mairie;; ;;;_;69064;69420;Condrieu;;;;2 RUE DE LA FUCHSINE;;38550;ST MAURICE L EXIL;FRANCE;PM;https://www.asrhodanienne.com/;0;;A;2026-01-09 19:00:02
W691054498;;;;691P;2004-08-18;2004-08-18;2004-09-11;0001-01-01;D;S;ASSOCIATION FUTSAL CLUB DU 8EME;ASSOCIATION FUTSAL CLUB DU 8EME;"DÃ©velopper la pratique spotive de futsal en:
- permettant aux individus de s'inscrire vers une dynamique de responsabilisation et d'autonomie
- proposant des rencontres sportives dans le cadre d'un championnat
- menant une action cohÃ©rente avec les diffÃ©rents partenaires.";011075;000000;MJC de Monplaisir;25; ;AV;des FrÃ¨res LumiÃ¨re;_;69388;69008;Lyon 8e Arrondissement;;MJC de Monplaisir;;25 Avenue des FrÃ¨res LumiÃ¨re;;69008;LYON 08;FRANCE;PM;;0;;A;2008-08-11 21:51:06
W691054511;;;;691P;2004-08-18;2004-08-18;2004-09-11;0001-01-01;D;S;SANTA FE FOOTBALL ASSOCIATION;SANTA FE FOOTBALL ASSOCIATION;Promouvoir la pratique et le dÃ©veloppement du football dans un cadre amical, d'aider Ã  la mise Ã  disposition de structures (terrains,gymnases,...) ainsi que de regrouper des peresonnes de faÃ§on occasionnelle ou rÃ©guliÃ¨re autour d'Ã©vÃ¨nements.;011075;000000;;12 B;B;RUE;de Tourvielle;_;69385;69005;Lyon 5e Arrondissement;;;;12 Rue de Tourvielle;;69005;LYON 05;FRANCE;PM;;0;;A;2008-08-11 21:51:06
W691054520;0691001343;;;691P;1949-02-13;2008-05-09;1949-05-06;2008-04-05;D;S;ASSOCIATION SPORTIVE FIDESIENNE (ASF);ASSOCIATION SPORTIVE FIDESIENNE (ASF);Pratique du football;011075;011075;cafÃ© des Sports;; ;;Grande Rue;_;69201;69610;Sainte-Foy-l'ArgentiÃ¨re;;3 rÃ©sidence les Haies;;;;69610;STE FOY L ARGENTIERE;FRANCE;PM;;0;Reprise auto =>  date ag=1996-06-14 reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;D;2008-06-25 13:49:47
W691054531;0691013573;;;691P;1978-03-12;2009-09-08;1978-04-08;0001-01-01;D;S;FOOTBALL CLUB DE BIBOST;FOOTBALL CLUB DE BIBOST;Pratique du football;011075;011075;mairie de Bibost;; ;;;_;69022;69690;Bibost;;;LES MOLLIÃˆRES;;;69690;BIBOST;FRANCE;PM;;0;Reprise auto =>  date ag=1996-05-31 reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;A;2010-03-09 20:00:02
W691054566;0691017797;;;691P;1983-05-19;2023-07-04;1983-06-15;2023-04-20;D;S;FOOTBALL CLUB DE SIMANDRES;FOOTBALL CLUB DE SIMANDRES;Pratique du football;011075;011075;Mairie;1; ;PL;de Simandres;_;69295;69360;Simandres;;MAIRIE;;...;;69360;SIMANDRES;FRANCE;PM;;0;Reprise auto =>  date ag=1996-10-02 reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;D;2023-08-15 10:05:15
W691054580;0691006418;;;691P;1962-05-28;2025-10-07;1962-06-07;0001-01-01;D;S;ASSOCIATION SPORTIVE DE SAINT MARTIN EN HAUT;ASSOCIATION SPORTIVE DE SAINT MARTI...;Pratique d'exercices physiques : football;011075;011075;Restaurant le Relais des Bergers;2; ;PL;Neuve;_;69227;69850;Saint-Martin-en-Haut;;RESTAURANT LE RELAIS DES BERGERS;;2  PLACE NEUVE;;69850;SAINT-MARTIN-EN-HAUT;FRANCE;CC;;0;;A;2025-11-19 07:51:45
W691054670;;;;691P;2004-08-30;2004-08-30;2004-09-18;0001-01-01;D;S;CAGLA;CAGLA;FondÃ© une Ã©quipe de football dont les joueurs se rÃ©uniront dans cette association;011075;000000;;31; ;RUE;Longarini;_;69091;69700;Givors;;;;31 Rue Longarini;;69700;GIVORS;FRANCE;PM;;0;;A;2008-08-11 21:51:06
W691054678;0691038883;;;691P;1996-07-03;2022-03-02;2004-09-18;0001-01-01;D;S;ASSOCIATION SPORTIVE D'ECULLY FOOTBALL (ASEF);ASSOCIATION SPORTIVE D'ECULLY FOOT...;Pratique du football sous forme de loisir ou de competition;011075;011075;;2; ;RUE;du Stade;_;69081;69130;Ã‰cully;;;;2 rue du Stade;;69130;ECULLY;FRANCE;PM;;0;;A;2022-03-04 11:10:18
W691054684;0691020503;;;691P;1985-06-26;2024-03-21;1985-07-24;2023-09-29;D;S;F.C. AZZURRI VENISSIEUX;F.C. AZZURRI VENISSIEUX;Pratique du football;011075;011075;Brasserie Parilly;24; ;RUE;Clos Verger;_;69259;69200;VÃ©nissieux;;Brasserie Parilly;;24 Rue Clos Verger;;69200;VENISSIEUX;FRANCE;PM;;0;reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;D;2024-04-16 10:08:30
W691054711;0691006149;;;691P;1961-04-19;2021-12-28;1961-05-11;0001-01-01;D;S;FOOTBALL CLUB DU ROULE MULATIERE;FOOTBALL CLUB DU ROULE MULATIERE;La pratique de lÂ’Ã©ducation et des sports, et plus particuliÃ¨rement du football;011000;011000;;102; ;CHEM1;des Chassagnes;_;69142;69350;La MulatiÃ¨re;;CENTRE SOCIAL  LE PIVORT;;102 CHEMIN DES CHASSAGNES;;69350;LA MULATIERE;FRANCE;PM;www.fcrm.footeo.com;0;reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;A;2022-01-04 12:45:44
W691054753;0691050580;;;691P;2003-04-11;2023-09-01;2003-05-24;0001-01-01;D;S;CERCLE SPORTIF DE L'OZON;CSO FOOTBALL;PRATIQUE DU FOOTBALL;011075;011075;;; ;RUE;RenÃ© Cassin;_;69291;69360;Saint-Symphorien-d'Ozon;;;;RUE RENÃ‰ CASSIN;;69360;ST SYMPHORIEN D OZON;FRANCE;PM;;0;;A;2023-10-03 10:05:24
W691054797;0691041503;;;691P;1997-12-16;2021-06-24;1998-01-24;2021-05-01;D;S;ASSOCIATION SPORTIVE DARDILLY FOOTBALL;ASSOCIATION SPORTIVE DARDILLY FOOTB...;Pratique du football masculin et feminin;011075;011075;Mairie;; ;PL;BayÃ¨re;_;69072;69570;Dardilly;;Mairie;;Place BayÃ¨re;;69570;DARDILLY;FRANCE;PF;;0;;D;2021-07-06 18:45:35
W691054955;0691043967;;;691P;1999-05-27;2013-07-15;1999-06-19;0001-01-01;D;S;COLO COLO FOOTBALL CLUB;COLO COLO FOOTBALL CLUB;Pratique de football et du sport en general;011075;000000;;2; ;RUE;des oiseaux;_;69288;69720;Saint-Laurent-de-Mure;;;;2 RUE DES OISEAUX;;69720;SAINT LAURENT DE MURE;FRANCE;PM;;0;;A;2013-07-24 14:55:42
W691055020;0691033603;;;691P;1993-09-10;2014-07-02;1993-09-29;2014-06-10;D;S;EVEIL SPORTIF JONAGEOIS FOOTBALL (ESJ FOOTBALL);EVEIL SPORTIF JONAGEOIS FOOTBALL (E...;Pratique du football par le biais d'entrainements physiques et techniques et les matches officiels geres par les instances locales du football amateur;011075;000000;mairie;; ;PL;du GÃ©nÃ©ral de Gaulle;_;69279;69330;Jonage;;;;1 ALLÃ©E DES COLIBRIS;;69330;JONAGE;FRANCE;PM;;0;Reprise auto =>  date ag=1996-06-28 reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;D;2014-07-15 08:08:47
W691055039;;;;691P;2004-09-20;2006-09-25;2004-10-16;2006-05-09;D;S;ASSOCIATION FOOTBALL NICOLLIN SAINT FONS;ASSOCIATION FOOTBALL NICOLLIN SAINT...;Promouvoir la pratique et le dÃ©veloppement du football;011075;000000;;12 - 14; ;RUE;Charles Martin;_;69199;69190;Saint-Fons;;;;12 - 14 Rue Charles Martin;;69190;ST FONS;FRANCE;PF;;0;;D;2008-08-11 21:51:06
W691055045;0691001246;;;692S;1939-01-25;2025-08-20;1939-02-22;0001-01-01;D;S;FOOTBALL CLUB DE BULLY;FOOTBALL CLUB DE BULLY;Pratique du football;011075;000000;;8; ;RUE;de France;_;69032;69210;Bully;;SARL LA GRANGE AUX PIZZAS;;8 RUE DE FRANCE;;69210;BULLY;FRANCE;PM;;0;reprise auto => date publication crÃ©ation au JO Ã  vÃ©rifier;A;2026-02-19 19:00:02
